Substance_SID,Compound_CID,Data_Source,External_ID,Synonyms,Last_Modified_Date,Deposit_Date,Data_Source_Category
440791200,119570,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00991,pramipexole,20210312,20210312,Curation Efforts|Governmental Organizations
440791199,135398747,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00610,pralidoxime,20210312,20210312,Curation Efforts|Governmental Organizations
440791198,4870,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01688,polythiazide,20231222,20210312,Curation Efforts|Governmental Organizations
440791197,5910,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01671,pilocarpine,20231222,20210312,Curation Efforts|Governmental Organizations
440791196,107807,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00955,PERINDOPRIL,20231222,20210312,Curation Efforts|Governmental Organizations
440791195,47811,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00216,pergolide,20210312,20210312,Curation Efforts|Governmental Organizations
440791194,4740,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01652,pentoxifylline,20210312,20210312,Curation Efforts|Governmental Organizations
440791193,37720,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00956,pentosan polysulfate,20231222,20210312,Curation Efforts|Governmental Organizations
440791192,135410875,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01157,Pemetrexed,20231222,20210312,Curation Efforts|Governmental Organizations
440791191,5281104,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01015,Paricalcitol,20231222,20210312,Curation Efforts|Governmental Organizations
440791190,4674,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01916,pamidronate,20231222,20210312,Curation Efforts|Governmental Organizations
440791189,6337614,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01130,Palonosetron,20250421,20210312,Curation Efforts|Governmental Organizations
440791188,4616,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00847,oxazepam,20231222,20210312,Curation Efforts|Governmental Organizations
440791187,65028,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02210,oseltamivir,20231222,20210312,Curation Efforts|Governmental Organizations
440791186,158781,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01102,Olmesartan,20250421,20210312,Curation Efforts|Governmental Organizations
440791185,6230,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00211,norethindrone,20210312,20210312,Curation Efforts|Governmental Organizations
440791184,115355,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01092,Nitisinone,20231222,20210312,Curation Efforts|Governmental Organizations
440791183,4499,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00217,nisoldipine,20210312,20210312,Curation Efforts|Governmental Organizations
440791182,4497,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01601,nimodipine,20210312,20210312,Curation Efforts|Governmental Organizations
440791181,4474,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01595,nicardipine,20250421,20210312,Curation Efforts|Governmental Organizations
440791180,71301,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01212,Nebivolol,20231222,20210312,Curation Efforts|Governmental Organizations
440791179,5311309,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00594,nateglinide,20210312,20210312,Curation Efforts|Governmental Organizations
440791178,4440,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01007,naratriptan,20250421,20210312,Curation Efforts|Governmental Organizations
440791177,5388881,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01588,Nalmefene hydrochloride,20231222,20210312,Curation Efforts|Governmental Organizations
440791176,39147,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01582,nadolol,20210312,20210312,Curation Efforts|Governmental Organizations
440791175,446541,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00310,mycophenolic acid,20231222,20210312,Curation Efforts|Governmental Organizations
440791174,34633,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01571,MORICIZINE,20250421,20210312,Curation Efforts|Governmental Organizations
440791173,91270,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01567,MOEXIPRIL,20231222,20210312,Curation Efforts|Governmental Organizations
440791172,5282381,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00922,misoprostol,20231222,20210312,Curation Efforts|Governmental Organizations
440791171,4197,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00931,milrinone,20210804,20210312,Curation Efforts|Governmental Organizations
440791170,62937,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00946,Metoprolol succinate,20250421,20210312,Curation Efforts|Governmental Organizations
440791169,4170,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02046,metolazone,20231222,20210312,Curation Efforts|Governmental Organizations
440791168,4121,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00833,methyclothiazide,20231222,20210312,Curation Efforts|Governmental Organizations
440791167,9034,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00803,METHOHEXITAL,20231222,20210312,Curation Efforts|Governmental Organizations
440791166,4107,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00581,methocarbamol,20210312,20210312,Curation Efforts|Governmental Organizations
440791165,4095,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00723,methadone,20231222,20210312,Curation Efforts|Governmental Organizations
440791164,4078,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01527,mesoridazine,20231222,20210312,Curation Efforts|Governmental Organizations
440791163,23662354,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01526,mesna,20231222,20210312,Curation Efforts|Governmental Organizations
440791162,4060,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01520,MEPHENYTOIN,20231222,20210312,Curation Efforts|Governmental Organizations
440791161,19090,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00220,megestrol,20231222,20210312,Curation Efforts|Governmental Organizations
440791160,10631,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01513,medroxyprogesterone,20210312,20210312,Curation Efforts|Governmental Organizations
440791159,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01227,Mecasermin,20210312,20210312,Curation Efforts|Governmental Organizations
440791158,16078,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00909,Marinol,20231222,20210312,Curation Efforts|Governmental Organizations
440791157,4011,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01503,maprotiline,20250421,20210312,Curation Efforts|Governmental Organizations
440791156,3964,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01501,loxapine,20210312,20210312,Curation Efforts|Governmental Organizations
440791155,3948,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00574,lomefloxacin,20231222,20210312,Curation Efforts|Governmental Organizations
440791154,11597698,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00571,Lisdexamfetamine,20231222,20210312,Curation Efforts|Governmental Organizations
440791153,5961,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00482,L-glutamine,20231222,20210312,Curation Efforts|Governmental Organizations
440791152,118856773,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01013,Lepirudin,20231222,20210312,Curation Efforts|Governmental Organizations
440791151,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02907,Laronidase,20210312,20210312,Curation Efforts|Governmental Organizations
440791150,71349,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00617,Lanreotide acetate,20231222,20210312,Curation Efforts|Governmental Organizations
440791149,6445540,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02203,Ixabepilone,20231222,20210312,Curation Efforts|Governmental Organizations
440791148,27661,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00340,isorbide mononitrate,20231222,20210312,Curation Efforts|Governmental Organizations
440791147,3702,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01444,indapamide,20231222,20210312,Curation Efforts|Governmental Organizations
440791146,71360,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00654,Iloperidone,20210804,20210312,Curation Efforts|Governmental Organizations
440791145,70689311,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01258,HYDROXOCOBALAMIN,20231222,20210312,Curation Efforts|Governmental Organizations
440791144,5284570,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00919,hydromorphone,20231222,20210312,Curation Efforts|Governmental Organizations
440791143,3647,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00814,hydroflumethiazide,20231222,20210312,Curation Efforts|Governmental Organizations
440791142,25084151,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00426,Histrelin acetate,20231222,20210312,Curation Efforts|Governmental Organizations
440791141,52919,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02427,HALOPERIDOL DECANOATE,20210804,20210312,Curation Efforts|Governmental Organizations
440791140,3520,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00708,guanidine,20231222,20210312,Curation Efforts|Governmental Organizations
440791139,3519,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01422,GUANFACINE,20210804,20210312,Curation Efforts|Governmental Organizations
440791138,3510,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00557,granisetron,20231222,20210312,Curation Efforts|Governmental Organizations
440791137,5311128,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00939,goserelin,20231222,20210312,Curation Efforts|Governmental Organizations
440791136,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01419,Golimumab,20210312,20210312,Curation Efforts|Governmental Organizations
440791135,3081884,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00985,Glatiramer acetate,20231222,20210312,Curation Efforts|Governmental Organizations
440791134,135398740,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01406,ganciclovir,20210312,20210312,Curation Efforts|Governmental Organizations
440791133,61635,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02064,Gallium nitrate,20250421,20210312,Curation Efforts|Governmental Organizations
440791132,9651,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01086,Galantamine,20210312,20210312,Curation Efforts|Governmental Organizations
440791131,60754,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00951,gadodiamide,20231222,20210312,Curation Efforts|Governmental Organizations
440791130,3440,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00299,furosemide,20231222,20210312,Curation Efforts|Governmental Organizations
440791129,104741,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00401,Fulvestrant,20231222,20210312,Curation Efforts|Governmental Organizations
440791128,3415,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01397,foscarnet,20231222,20210312,Curation Efforts|Governmental Organizations
440791127,135413538,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01257,Fosaprepitant,20231222,20210312,Curation Efforts|Governmental Organizations
440791126,5324346,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01396,fluvoxamine,20250421,20210312,Curation Efforts|Governmental Organizations
440791125,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01320,FILGRASTIM,20210312,20210312,Curation Efforts|Governmental Organizations
440791124,3324,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00270,famciclovir,20250421,20210312,Curation Efforts|Governmental Organizations
440791123,18477728,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01267,Everolimus,20231222,20210312,Curation Efforts|Governmental Organizations
440791122,3278,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01344,ETHACRYNIC ACID,20210312,20210312,Curation Efforts|Governmental Organizations
440791121,969472,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01161,Eszopiclone,20210312,20210312,Curation Efforts|Governmental Organizations
440791120,5284555,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00677,Estropipate,20231222,20210312,Curation Efforts|Governmental Organizations
440791119,23676225,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02424,Estrogens  Conjugated,20231222,20210312,Curation Efforts|Governmental Organizations
440791118,5281037,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01001,Eprosartan,20210804,20210312,Curation Efforts|Governmental Organizations
440791117,5282411,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00971,epoprostenol,20231222,20210312,Curation Efforts|Governmental Organizations
440791116,443872,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01149,Eplerenone,20231222,20210312,Curation Efforts|Governmental Organizations
440791115,5462501,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00381,Enalaprilat,20210312,20210312,Curation Efforts|Governmental Organizations
440791114,77993,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02024,Eletriptan,20231222,20210312,Curation Efforts|Governmental Organizations
440791113,5281107,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00464,Doxercalciferol,20231222,20210312,Curation Efforts|Governmental Organizations
440791112,3157,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01313,doxazosin,20210312,20210312,Curation Efforts|Governmental Organizations
440791111,73303,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00623,Doripenem,20231222,20210312,Curation Efforts|Governmental Organizations
440791110,3033818,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00986,dolasetron,20250421,20210312,Curation Efforts|Governmental Organizations
440791109,3016,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00230,diazepam,20250421,20210312,Curation Efforts|Governmental Organizations
440791108,71384,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01273,Dexrazoxane,20250421,20210312,Curation Efforts|Governmental Organizations
440791107,5311068,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01063,DEXMEDETOMIDINE,20231222,20210312,Curation Efforts|Governmental Organizations
440791106,5743,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00082,dexamethasone,20210312,20210312,Curation Efforts|Governmental Organizations
440791105,5311065,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00896,DESMOPRESSIN,20250421,20210312,Curation Efforts|Governmental Organizations
440791104,2995,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01265,desipramine,20231222,20210312,Curation Efforts|Governmental Organizations
440791103,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01347,Denileukin diftitox,20210312,20210312,Curation Efforts|Governmental Organizations
440791102,5625,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00996,Delavirdine,20231222,20210312,Curation Efforts|Governmental Organizations
440791101,16136245,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00655,Degarelix,20250421,20210312,Curation Efforts|Governmental Organizations
440791100,451668,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00385,Decitabine,20231222,20210312,Curation Efforts|Governmental Organizations
440791099,6058,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01256,CYSTEAMINE,20231222,20210312,Curation Efforts|Governmental Organizations
440791098,62816,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00881,COLESTIPOL,20250421,20210312,Curation Efforts|Governmental Organizations
440791097,160051,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01080,Colesevelam,20250421,20210312,Curation Efforts|Governmental Organizations
440791096,6167,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00076,colchicine,20231222,20210312,Curation Efforts|Governmental Organizations
440791095,2803,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01231,clonidine,20250421,20210312,Curation Efforts|Governmental Organizations
440791094,2754,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01025,cilostazol,20231222,20210312,Curation Efforts|Governmental Organizations
440791093,60613,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01216,Cidofovir,20231222,20210312,Curation Efforts|Governmental Organizations
440791092,70695641,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00328,Cholestyramine,20210312,20210312,Curation Efforts|Governmental Organizations
440791091,2732,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01213,chlorthalidone,20250421,20210312,Curation Efforts|Governmental Organizations
440791090,83898,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01048,Cevimeline,20231222,20210312,Curation Efforts|Governmental Organizations
440791089,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01412,Certolizumab pegol,20210312,20210312,Curation Efforts|Governmental Organizations
440791088,38103,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01279,cephradine,20231222,20210312,Curation Efforts|Governmental Organizations
440791087,6533629,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01281,ceftizoxime,20231222,20210312,Curation Efforts|Governmental Organizations
440791086,5282242,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01183,ceftibuten,20231222,20210312,Curation Efforts|Governmental Organizations
440791085,6335986,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01180,CEFPODOXIME,20231222,20210312,Curation Efforts|Governmental Organizations
440791084,53025,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01178,cefotetan,20231222,20210312,Curation Efforts|Governmental Organizations
440791083,5362065,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01173,CEFIXIME,20231222,20210312,Curation Efforts|Governmental Organizations
440791082,9870843,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01087,Cefditoren,20231222,20210312,Curation Efforts|Governmental Organizations
440791081,135483770,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01889,capreomycin,20231222,20210312,Curation Efforts|Governmental Organizations
440791080,2479,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00707,butabarbital,20231222,20210312,Curation Efforts|Governmental Organizations
440791079,2477,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01148,buspirone,20210804,20210312,Curation Efforts|Governmental Organizations
440791078,2405,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01136,BISOPROLOL,20210312,20210312,Curation Efforts|Governmental Organizations
440791077,2369,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01132,betaxolol,20210312,20210312,Curation Efforts|Governmental Organizations
440791076,54585,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00512,BALSALAZIDE,20250421,20210312,Curation Efforts|Governmental Organizations
440791075,5742832,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01110,aztreonam,20231222,20210312,Curation Efforts|Governmental Organizations
440791074,518740,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01093,arsenic trioxide,20210312,20210312,Curation Efforts|Governmental Organizations
440791073,60795,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01143,Aripiprazole,20210804,20210312,Curation Efforts|Governmental Organizations
440791072,146027575,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00962,APROTININ,20250421,20210312,Curation Efforts|Governmental Organizations
440791071,135413536,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01195,Aprepitant,20210312,20210312,Curation Efforts|Governmental Organizations
440791070,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01442,Antithymocyte globulin,20210312,20210312,Curation Efforts|Governmental Organizations
440791069,3698,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01076,Amrinone,20210312,20210312,Curation Efforts|Governmental Organizations
440791068,2170,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00256,amoxapine,20210312,20210312,Curation Efforts|Governmental Organizations
440791067,6918493,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00618,Ambrisentan,20231222,20210312,Curation Efforts|Governmental Organizations
440791066,2123,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00502,altretamine,20231222,20210312,Curation Efforts|Governmental Organizations
440791065,4775,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02343,4-PHENYLBUTYRIC ACID,20231222,20210312,Curation Efforts|Governmental Organizations
440791064,31401,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01855,URSODEOXYCHOLIC ACID,20231222,20210312,Curation Efforts|Governmental Organizations
440791063,5583,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01843,trimetrexate,20210312,20210312,Curation Efforts|Governmental Organizations
440791062,5576,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01840,trimethadione,20231222,20210312,Curation Efforts|Governmental Organizations
440791061,5566,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00457,trifluoperazine,20210312,20210312,Curation Efforts|Governmental Organizations
440791060,444795,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00338,tretinoin,20210312,20210312,Curation Efforts|Governmental Organizations
440791059,3005573,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00158,toremifene,20210804,20210312,Curation Efforts|Governmental Organizations
440791058,41781,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00639,Torasemide,20210312,20210312,Curation Efforts|Governmental Organizations
440791057,5483,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01818,tiopronin,20250421,20210312,Curation Efforts|Governmental Organizations
440791056,54686904,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01222,Tigecycline,20210312,20210312,Curation Efforts|Governmental Organizations
440791055,941651,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01805,thiothixene,20231222,20210312,Curation Efforts|Governmental Organizations
440791054,5391,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01785,temazepam,20231222,20210312,Curation Efforts|Governmental Organizations
440791053,159269,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00577,Telbivudine,20231222,20210312,Curation Efforts|Governmental Organizations
440791052,29327,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00628,streptozocin,20231222,20210312,Curation Efforts|Governmental Organizations
440791051,5193,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00624,secobarbital,20231222,20210312,Curation Efforts|Governmental Organizations
440791050,129228,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00564,Rufinamide,20250421,20210312,Curation Efforts|Governmental Organizations
440791049,135403821,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01057,RIFAPENTINE,20210312,20210312,Curation Efforts|Governmental Organizations
440791048,4946,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01706,propranolol,20250421,20210312,Curation Efforts|Governmental Organizations
440791047,4891,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00225,praziquantel,20210312,20210312,Curation Efforts|Governmental Organizations
440791046,148121,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00673,Pralatrexate,20210312,20210312,Curation Efforts|Governmental Organizations
440791045,468595,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01254,Posaconazole,20231222,20210312,Curation Efforts|Governmental Organizations
440791044,5282452,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00668,Pitavastatin,20210312,20210312,Curation Efforts|Governmental Organizations
440791043,43672,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01675,piperacillin,20210804,20210312,Curation Efforts|Governmental Organizations
440791042,4737,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00130,pentobarbital,20231222,20210312,Curation Efforts|Governmental Organizations
440791041,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01069,Pegvisomant,20210312,20210312,Curation Efforts|Governmental Organizations
440791040,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01376,Peginterferon alfa-2a,20210312,20210312,Curation Efforts|Governmental Organizations
440791039,54675779,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00605,oxytetracycline,20210312,20210312,Curation Efforts|Governmental Organizations
